"id","codigo","opc","categoria","sub_categoria","descricao","restrito_sexo","campos_rad","estadio","repete_rad"
11783,"X143",,"N","S","X14.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
11784,"X144",,"N","S","X14.4 Rua e estrada","5","000","N","N"
11785,"X145",,"N","S","X14.5 Areas de comercio e de servicos","5","000","N","N"
11786,"X146",,"N","S","X14.6 Areas industriais e em construcao","5","000","N","N"
11787,"X147",,"N","S","X14.7 Fazenda","5","000","N","N"
11788,"X148",,"N","S","X14.8 Outr locais espec","5","000","N","N"
11789,"X149",,"N","S","X14.9 Local NE","5","000","N","N"
11790,"X15",,"S","N","X15   Contato c/aparelhos domesticos quentes","5","000","N","N"
11791,"X150",,"N","S","X15.0 Residencia","5","000","N","N"
11792,"X151",,"N","S","X15.1 Habitacao coletiva","5","000","N","N"
11793,"X152",,"N","S","X15.2 Escolas outr instit areas admin publica","5","000","N","N"
11794,"X153",,"N","S","X15.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
11795,"X154",,"N","S","X15.4 Rua e estrada","5","000","N","N"
11796,"X155",,"N","S","X15.5 Areas de comercio e de servicos","5","000","N","N"
11797,"X156",,"N","S","X15.6 Areas industriais e em construcao","5","000","N","N"
11798,"X157",,"N","S","X15.7 Fazenda","5","000","N","N"
11799,"X158",,"N","S","X15.8 Outr locais espec","5","000","N","N"
11800,"X159",,"N","S","X15.9 Local NE","5","000","N","N"
11801,"X16",,"S","N","X16   Contato c/aquecedores radiadores e tubulacao","5","000","N","N"
11802,"X160",,"N","S","X16.0 Residencia","5","000","N","N"
11803,"X161",,"N","S","X16.1 Habitacao coletiva","5","000","N","N"
11804,"X162",,"N","S","X16.2 Escolas outr instit areas admin publica","5","000","N","N"
11805,"X163",,"N","S","X16.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
11806,"X164",,"N","S","X16.4 Rua e estrada","5","000","N","N"
11807,"X165",,"N","S","X16.5 Areas de comercio e de servicos","5","000","N","N"
11808,"X166",,"N","S","X16.6 Areas industriais e em construcao","5","000","N","N"
11809,"X167",,"N","S","X16.7 Fazenda","5","000","N","N"
11810,"X168",,"N","S","X16.8 Outr locais espec","5","000","N","N"
11811,"X169",,"N","S","X16.9 Local NE","5","000","N","N"
11812,"X17",,"S","N","X17   Contato motores maquinas ferramentos quentes","5","000","N","N"
11813,"X170",,"N","S","X17.0 Residencia","5","000","N","N"
11814,"X171",,"N","S","X17.1 Habitacao coletiva","5","000","N","N"
11815,"X172",,"N","S","X17.2 Escolas outr instit areas admin publica","5","000","N","N"
11816,"X173",,"N","S","X17.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
11817,"X174",,"N","S","X17.4 Rua e estrada","5","000","N","N"
11818,"X175",,"N","S","X17.5 Areas de comercio e de servicos","5","000","N","N"
11819,"X176",,"N","S","X17.6 Areas industriais e em construcao","5","000","N","N"
11820,"X177",,"N","S","X17.7 Fazenda","5","000","N","N"
11821,"X178",,"N","S","X17.8 Outr locais espec","5","000","N","N"
11822,"X179",,"N","S","X17.9 Local NE","5","000","N","N"
11823,"X18",,"S","N","X18   Contato c/outr metais quentes","5","000","N","N"
11824,"X180",,"N","S","X18.0 Residencia","5","000","N","N"
11825,"X181",,"N","S","X18.1 Habitacao coletiva","5","000","N","N"
11826,"X182",,"N","S","X18.2 Escolas outr instit areas admin publica","5","000","N","N"
11827,"X183",,"N","S","X18.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
11828,"X184",,"N","S","X18.4 Rua e estrada","5","000","N","N"
11829,"X185",,"N","S","X18.5 Areas de comercio e de servicos","5","000","N","N"
11830,"X186",,"N","S","X18.6 Areas industriais e em construcao","5","000","N","N"
11831,"X187",,"N","S","X18.7 Fazenda","5","000","N","N"
11832,"X188",,"N","S","X18.8 Outr locais espec","5","000","N","N"
11833,"X189",,"N","S","X18.9 Local NE","5","000","N","N"
11834,"X19",,"S","N","X19   Contato outr fontes calor subst quentes NE","5","000","N","N"
11835,"X190",,"N","S","X19.0 Residencia","5","000","N","N"
11836,"X191",,"N","S","X19.1 Habitacao coletiva","5","000","N","N"
11837,"X192",,"N","S","X19.2 Escolas outr instit areas admin publica","5","000","N","N"
11838,"X193",,"N","S","X19.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
11839,"X194",,"N","S","X19.4 Rua e estrada","5","000","N","N"
11840,"X195",,"N","S","X19.5 Areas de comercio e de servicos","5","000","N","N"
11841,"X196",,"N","S","X19.6 Areas industriais e em construcao","5","000","N","N"
11842,"X197",,"N","S","X19.7 Fazenda","5","000","N","N"
11843,"X198",,"N","S","X19.8 Outr locais espec","5","000","N","N"
11844,"X199",,"N","S","X19.9 Local NE","5","000","N","N"
11845,"X20",,"S","N","X20   Contato c/serpentes e lagartos venenosos","5","000","N","N"
11846,"X200",,"N","S","X20.0 Residencia","5","000","N","N"
11847,"X201",,"N","S","X20.1 Habitacao coletiva","5","000","N","N"
11848,"X202",,"N","S","X20.2 Escolas outr instit areas admin publica","5","000","N","N"
11849,"X203",,"N","S","X20.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
11850,"X204",,"N","S","X20.4 Rua e estrada","5","000","N","N"
11851,"X205",,"N","S","X20.5 Areas de comercio e de servicos","5","000","N","N"
11852,"X206",,"N","S","X20.6 Areas industriais e em construcao","5","000","N","N"
11853,"X207",,"N","S","X20.7 Fazenda","5","000","N","N"
11854,"X208",,"N","S","X20.8 Outr locais espec","5","000","N","N"
11855,"X209",,"N","S","X20.9 Local NE","5","000","N","N"
11856,"X21",,"S","N","X21   Contato c/aranhas venenosas","5","000","N","N"
11857,"X210",,"N","S","X21.0 Residencia","5","000","N","N"
11858,"X211",,"N","S","X21.1 Habitacao coletiva","5","000","N","N"
11859,"X212",,"N","S","X21.2 Escolas outr instit areas admin publica","5","000","N","N"
11860,"X213",,"N","S","X21.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
11861,"X214",,"N","S","X21.4 Rua e estrada","5","000","N","N"
11862,"X215",,"N","S","X21.5 Areas de comercio e de servicos","5","000","N","N"
11863,"X216",,"N","S","X21.6 Areas industriais e em construcao","5","000","N","N"
11864,"X217",,"N","S","X21.7 Fazenda","5","000","N","N"
11865,"X218",,"N","S","X21.8 Outr locais espec","5","000","N","N"
11866,"X219",,"N","S","X21.9 Local NE","5","000","N","N"
11867,"X22",,"S","N","X22   Contato c/escorpioes","5","000","N","N"
11868,"X220",,"N","S","X22.0 Residencia","5","000","N","N"
11869,"X221",,"N","S","X22.1 Habitacao coletiva","5","000","N","N"
11870,"X222",,"N","S","X22.2 Escolas outr instit areas admin publica","5","000","N","N"
11871,"X223",,"N","S","X22.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
11872,"X224",,"N","S","X22.4 Rua e estrada","5","000","N","N"
11873,"X225",,"N","S","X22.5 Areas de comercio e de servicos","5","000","N","N"
11874,"X226",,"N","S","X22.6 Areas industriais e em construcao","5","000","N","N"
11875,"X227",,"N","S","X22.7 Fazenda","5","000","N","N"
11876,"X228",,"N","S","X22.8 Outr locais espec","5","000","N","N"
11877,"X229",,"N","S","X22.9 Local NE","5","000","N","N"
11878,"X23",,"S","N","X23   Contato c/abelhas vespas e vespoes","5","000","N","N"
11879,"X230",,"N","S","X23.0 Residencia","5","000","N","N"
11880,"X231",,"N","S","X23.1 Habitacao coletiva","5","000","N","N"
11881,"X232",,"N","S","X23.2 Escolas outr instit areas admin publica","5","000","N","N"
11882,"X233",,"N","S","X23.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
11883,"X234",,"N","S","X23.4 Rua e estrada","5","000","N","N"
11884,"X235",,"N","S","X23.5 Areas de comercio e de servicos","5","000","N","N"
11885,"X236",,"N","S","X23.6 Areas industriais e em construcao","5","000","N","N"
11886,"X237",,"N","S","X23.7 Fazenda","5","000","N","N"
11887,"X238",,"N","S","X23.8 Outr locais espec","5","000","N","N"
11888,"X239",,"N","S","X23.9 Local NE","5","000","N","N"
11889,"X24",,"S","N","X24   Contato c/centopeias e miriapodes venenosas","5","000","N","N"
11890,"X240",,"N","S","X24.0 Residencia","5","000","N","N"
11891,"X241",,"N","S","X24.1 Habitacao coletiva","5","000","N","N"
11892,"X242",,"N","S","X24.2 Escolas outr instit areas admin publica","5","000","N","N"
11893,"X243",,"N","S","X24.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
11894,"X244",,"N","S","X24.4 Rua e estrada","5","000","N","N"
11895,"X245",,"N","S","X24.5 Areas de comercio e de servicos","5","000","N","N"
11896,"X246",,"N","S","X24.6 Areas industriais e em construcao","5","000","N","N"
11897,"X247",,"N","S","X24.7 Fazenda","5","000","N","N"
11898,"X248",,"N","S","X24.8 Outr locais espec","5","000","N","N"
11899,"X249",,"N","S","X24.9 Local NE","5","000","N","N"
11900,"X25",,"S","N","X25   Contato c/outr artropodes venenosos espec","5","000","N","N"
11901,"X250",,"N","S","X25.0 Residencia","5","000","N","N"
11902,"X251",,"N","S","X25.1 Habitacao coletiva","5","000","N","N"
11903,"X252",,"N","S","X25.2 Escolas outr instit areas admin publica","5","000","N","N"
11904,"X253",,"N","S","X25.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
11905,"X254",,"N","S","X25.4 Rua e estrada","5","000","N","N"
11906,"X255",,"N","S","X25.5 Areas de comercio e de servicos","5","000","N","N"
11907,"X256",,"N","S","X25.6 Areas industriais e em construcao","5","000","N","N"
11908,"X257",,"N","S","X25.7 Fazenda","5","000","N","N"
11909,"X258",,"N","S","X25.8 Outr locais espec","5","000","N","N"
11910,"X259",,"N","S","X25.9 Local NE","5","000","N","N"
11911,"X26",,"S","N","X26   Contato animais e plantas marinhos venenosos","5","000","N","N"
11912,"X260",,"N","S","X26.0 Residencia","5","000","N","N"
11913,"X261",,"N","S","X26.1 Habitacao coletiva","5","000","N","N"
11914,"X262",,"N","S","X26.2 Escolas outr instit areas admin publica","5","000","N","N"
11915,"X263",,"N","S","X26.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
11916,"X264",,"N","S","X26.4 Rua e estrada","5","000","N","N"
11917,"X265",,"N","S","X26.5 Areas de comercio e de servicos","5","000","N","N"
11918,"X266",,"N","S","X26.6 Areas industriais e em construcao","5","000","N","N"
11919,"X267",,"N","S","X26.7 Fazenda","5","000","N","N"
11920,"X268",,"N","S","X26.8 Outr locais espec","5","000","N","N"
11921,"X269",,"N","S","X26.9 Local NE","5","000","N","N"
11922,"X27",,"S","N","X27   Contato c/outr animais venenosos espec","5","000","N","N"
11923,"X270",,"N","S","X27.0 Residencia","5","000","N","N"
11924,"X271",,"N","S","X27.1 Habitacao coletiva","5","000","N","N"
11925,"X272",,"N","S","X27.2 Escolas outr instit areas admin publica","5","000","N","N"
11926,"X273",,"N","S","X27.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
11927,"X274",,"N","S","X27.4 Rua e estrada","5","000","N","N"
11928,"X275",,"N","S","X27.5 Areas de comercio e de servicos","5","000","N","N"
11929,"X276",,"N","S","X27.6 Areas industriais e em construcao","5","000","N","N"
11930,"X277",,"N","S","X27.7 Fazenda","5","000","N","N"
11931,"X278",,"N","S","X27.8 Outr locais espec","5","000","N","N"
11932,"X279",,"N","S","X27.9 Local NE","5","000","N","N"
11933,"X28",,"S","N","X28   Contato c/outr plantas venenosas espec","5","000","N","N"
11934,"X280",,"N","S","X28.0 Residencia","5","000","N","N"
11935,"X281",,"N","S","X28.1 Habitacao coletiva","5","000","N","N"
11936,"X282",,"N","S","X28.2 Escolas outr instit areas admin publica","5","000","N","N"
11937,"X283",,"N","S","X28.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
11938,"X284",,"N","S","X28.4 Rua e estrada","5","000","N","N"
11939,"X285",,"N","S","X28.5 Areas de comercio e de servicos","5","000","N","N"
11940,"X286",,"N","S","X28.6 Areas industriais e em construcao","5","000","N","N"
11941,"X287",,"N","S","X28.7 Fazenda","5","000","N","N"
11942,"X288",,"N","S","X28.8 Outr locais espec","5","000","N","N"
11943,"X289",,"N","S","X28.9 Local NE","5","000","N","N"
11944,"X29",,"S","N","X29   Contato animais ou plantas venenosos s/espec","5","000","N","N"
11945,"X290",,"N","S","X29.0 Residencia","5","000","N","N"
11946,"X291",,"N","S","X29.1 Habitacao coletiva","5","000","N","N"
11947,"X292",,"N","S","X29.2 Escolas outr instit areas admin publica","5","000","N","N"
11948,"X293",,"N","S","X29.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
11949,"X294",,"N","S","X29.4 Rua e estrada","5","000","N","N"
11950,"X295",,"N","S","X29.5 Areas de comercio e de servicos","5","000","N","N"
11951,"X296",,"N","S","X29.6 Areas industriais e em construcao","5","000","N","N"
11952,"X297",,"N","S","X29.7 Fazenda","5","000","N","N"
11953,"X298",,"N","S","X29.8 Outr locais espec","5","000","N","N"
11954,"X299",,"N","S","X29.9 Local NE","5","000","N","N"
11955,"X30",,"S","N","X30   Exposicao a calor natural excessivo","5","000","N","N"
11956,"X300",,"N","S","X30.0 Residencia","5","000","N","N"
11957,"X301",,"N","S","X30.1 Habitacao coletiva","5","000","N","N"
11958,"X302",,"N","S","X30.2 Escolas outr instit areas admin publica","5","000","N","N"
11959,"X303",,"N","S","X30.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
11960,"X304",,"N","S","X30.4 Rua e estrada","5","000","N","N"
11961,"X305",,"N","S","X30.5 Areas de comercio e de servicos","5","000","N","N"
11962,"X306",,"N","S","X30.6 Areas industriais e em construcao","5","000","N","N"
11963,"X307",,"N","S","X30.7 Fazenda","5","000","N","N"
11964,"X308",,"N","S","X30.8 Outr locais espec","5","000","N","N"
11965,"X309",,"N","S","X30.9 Local NE","5","000","N","N"
11966,"X31",,"S","N","X31   Exposicao a frio natural excessivo","5","000","N","N"
11967,"X310",,"N","S","X31.0 Residencia","5","000","N","N"
11968,"X311",,"N","S","X31.1 Habitacao coletiva","5","000","N","N"
11969,"X312",,"N","S","X31.2 Escolas outr instit areas admin publica","5","000","N","N"
11970,"X313",,"N","S","X31.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
11971,"X314",,"N","S","X31.4 Rua e estrada","5","000","N","N"
11972,"X315",,"N","S","X31.5 Areas de comercio e de servicos","5","000","N","N"
11973,"X316",,"N","S","X31.6 Areas industriais e em construcao","5","000","N","N"
11974,"X317",,"N","S","X31.7 Fazenda","5","000","N","N"
11975,"X318",,"N","S","X31.8 Outr locais espec","5","000","N","N"
11976,"X319",,"N","S","X31.9 Local NE","5","000","N","N"
11977,"X32",,"S","N","X32   Exposicao a luz solar","5","000","N","N"
11978,"X320",,"N","S","X32.0 Residencia","5","000","N","N"
11979,"X321",,"N","S","X32.1 Habitacao coletiva","5","000","N","N"
11980,"X322",,"N","S","X32.2 Escolas outr instit areas admin publica","5","000","N","N"
11981,"X323",,"N","S","X32.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
11982,"X324",,"N","S","X32.4 Rua e estrada","5","000","N","N"
11983,"X325",,"N","S","X32.5 Areas de comercio e de servicos","5","000","N","N"
11984,"X326",,"N","S","X32.6 Areas industriais e em construcao","5","000","N","N"
11985,"X327",,"N","S","X32.7 Fazenda","5","000","N","N"
11986,"X328",,"N","S","X32.8 Outr locais espec","5","000","N","N"
11987,"X329",,"N","S","X32.9 Local NE","5","000","N","N"
11988,"X33",,"S","N","X33   Vitima de raio","5","000","N","N"
11989,"X330",,"N","S","X33.0 Residencia","5","000","N","N"
11990,"X331",,"N","S","X33.1 Habitacao coletiva","5","000","N","N"
11991,"X332",,"N","S","X33.2 Escolas outr instit areas admin publica","5","000","N","N"
11992,"X333",,"N","S","X33.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
11993,"X334",,"N","S","X33.4 Rua e estrada","5","000","N","N"
11994,"X335",,"N","S","X33.5 Areas de comercio e de servicos","5","000","N","N"
11995,"X336",,"N","S","X33.6 Areas industriais e em construcao","5","000","N","N"
11996,"X337",,"N","S","X33.7 Fazenda","5","000","N","N"
11997,"X338",,"N","S","X33.8 Outr locais espec","5","000","N","N"
11998,"X339",,"N","S","X33.9 Local NE","5","000","N","N"
11999,"X34",,"S","N","X34   Vitima de terremoto","5","000","N","N"
12000,"X340",,"N","S","X34.0 Residencia","5","000","N","N"
12001,"X341",,"N","S","X34.1 Habitacao coletiva","5","000","N","N"
12002,"X342",,"N","S","X34.2 Escolas outr instit areas admin publica","5","000","N","N"
12003,"X343",,"N","S","X34.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12004,"X344",,"N","S","X34.4 Rua e estrada","5","000","N","N"
12005,"X345",,"N","S","X34.5 Areas de comercio e de servicos","5","000","N","N"
12006,"X346",,"N","S","X34.6 Areas industriais e em construcao","5","000","N","N"
12007,"X347",,"N","S","X34.7 Fazenda","5","000","N","N"
12008,"X348",,"N","S","X34.8 Outr locais espec","5","000","N","N"
12009,"X349",,"N","S","X34.9 Local NE","5","000","N","N"
12010,"X35",,"S","N","X35   Vitima de erupcao vulcanica","5","000","N","N"
12011,"X350",,"N","S","X35.0 Residencia","5","000","N","N"
12012,"X351",,"N","S","X35.1 Habitacao coletiva","5","000","N","N"
12013,"X352",,"N","S","X35.2 Escolas outr instit areas admin publica","5","000","N","N"
12014,"X353",,"N","S","X35.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12015,"X354",,"N","S","X35.4 Rua e estrada","5","000","N","N"
12016,"X355",,"N","S","X35.5 Areas de comercio e de servicos","5","000","N","N"
12017,"X356",,"N","S","X35.6 Areas industriais e em construcao","5","000","N","N"
12018,"X357",,"N","S","X35.7 Fazenda","5","000","N","N"
12019,"X358",,"N","S","X35.8 Outr locais espec","5","000","N","N"
12020,"X359",,"N","S","X35.9 Local NE","5","000","N","N"
12021,"X36",,"S","N","X36   Vitima avalanc desab terra out mov sup terr","5","000","N","N"
12022,"X360",,"N","S","X36.0 Residencia","5","000","N","N"
12023,"X361",,"N","S","X36.1 Habitacao coletiva","5","000","N","N"
12024,"X362",,"N","S","X36.2 Escolas outr instit areas admin publica","5","000","N","N"
12025,"X363",,"N","S","X36.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12026,"X364",,"N","S","X36.4 Rua e estrada","5","000","N","N"
12027,"X365",,"N","S","X36.5 Areas de comercio e de servicos","5","000","N","N"
12028,"X366",,"N","S","X36.6 Areas industriais e em construcao","5","000","N","N"
12029,"X367",,"N","S","X36.7 Fazenda","5","000","N","N"
12030,"X368",,"N","S","X36.8 Outr locais espec","5","000","N","N"
12031,"X369",,"N","S","X36.9 Local NE","5","000","N","N"
12032,"X37",,"S","N","X37   Vitima de tempestade cataclismica","5","000","N","N"
12033,"X370",,"N","S","X37.0 Residencia","5","000","N","N"
12034,"X371",,"N","S","X37.1 Habitacao coletiva","5","000","N","N"
12035,"X372",,"N","S","X37.2 Escolas outr instit areas admin publica","5","000","N","N"
12036,"X373",,"N","S","X37.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12037,"X374",,"N","S","X37.4 Rua e estrada","5","000","N","N"
12038,"X375",,"N","S","X37.5 Areas de comercio e de servicos","5","000","N","N"
12039,"X376",,"N","S","X37.6 Areas industriais e em construcao","5","000","N","N"
12040,"X377",,"N","S","X37.7 Fazenda","5","000","N","N"
12041,"X378",,"N","S","X37.8 Outr locais espec","5","000","N","N"
12042,"X379",,"N","S","X37.9 Local NE","5","000","N","N"
12043,"X38",,"S","N","X38   Vitima de inundacao","5","000","N","N"
12044,"X380",,"N","S","X38.0 Residencia","5","000","N","N"
12045,"X381",,"N","S","X38.1 Habitacao coletiva","5","000","N","N"
12046,"X382",,"N","S","X38.2 Escolas outr instit areas admin publica","5","000","N","N"
12047,"X383",,"N","S","X38.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12048,"X384",,"N","S","X38.4 Rua e estrada","5","000","N","N"
12049,"X385",,"N","S","X38.5 Areas de comercio e de servicos","5","000","N","N"
12050,"X386",,"N","S","X38.6 Areas industriais e em construcao","5","000","N","N"
12051,"X387",,"N","S","X38.7 Fazenda","5","000","N","N"
12052,"X388",,"N","S","X38.8 Outr locais espec","5","000","N","N"
12053,"X389",,"N","S","X38.9 Local NE","5","000","N","N"
12054,"X39",,"S","N","X39   Exposicao a outr forcas da natureza e as NE","5","000","N","N"
12055,"X390",,"N","S","X39.0 Residencia","5","000","N","N"
12056,"X391",,"N","S","X39.1 Habitacao coletiva","5","000","N","N"
12057,"X392",,"N","S","X39.2 Escolas outr instit areas admin publica","5","000","N","N"
12058,"X393",,"N","S","X39.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12059,"X394",,"N","S","X39.4 Rua e estrada","5","000","N","N"
12060,"X395",,"N","S","X39.5 Areas de comercio e de servicos","5","000","N","N"
12061,"X396",,"N","S","X39.6 Areas industriais e em construcao","5","000","N","N"
12062,"X397",,"N","S","X39.7 Fazenda","5","000","N","N"
12063,"X398",,"N","S","X39.8 Outr locais espec","5","000","N","N"
12064,"X399",,"N","S","X39.9 Local NE","5","000","N","N"
12065,"X40",,"S","N","X40   Envenen acid analg antipir anti-reum n-opiac","5","000","N","N"
12066,"X400",,"N","S","X40.0 Residencia","5","000","N","N"
12067,"X401",,"N","S","X40.1 Habitacao coletiva","5","000","N","N"
12068,"X402",,"N","S","X40.2 Escolas outr instit areas admin publica","5","000","N","N"
12069,"X403",,"N","S","X40.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12070,"X404",,"N","S","X40.4 Rua e estrada","5","000","N","N"
12071,"X405",,"N","S","X40.5 Areas de comercio e de servicos","5","000","N","N"
12072,"X406",,"N","S","X40.6 Areas industriais e em construcao","5","000","N","N"
12073,"X407",,"N","S","X40.7 Fazenda","5","000","N","N"
12074,"X408",,"N","S","X40.8 Outr locais espec","5","000","N","N"
12075,"X409",,"N","S","X40.9 Local NE","5","000","N","N"
12076,"X41",,"S","N","X41   Env ac anticon sed hipn antipark psicot NCOP","5","000","N","N"
12077,"X410",,"N","S","X41.0 Residencia","5","000","N","N"
12078,"X411",,"N","S","X41.1 Habitacao coletiva","5","000","N","N"
12079,"X412",,"N","S","X41.2 Escolas outr instit areas admin publica","5","000","N","N"
12080,"X413",,"N","S","X41.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12081,"X414",,"N","S","X41.4 Rua e estrada","5","000","N","N"
12082,"X415",,"N","S","X41.5 Areas de comercio e de servicos","5","000","N","N"
12083,"X416",,"N","S","X41.6 Areas industriais e em construcao","5","000","N","N"
12084,"X417",,"N","S","X41.7 Fazenda","5","000","N","N"
12085,"X418",,"N","S","X41.8 Outr locais espec","5","000","N","N"
12086,"X419",,"N","S","X41.9 Local NE","5","000","N","N"
12087,"X42",,"S","N","X42   Envenen acid narcot psicodislepticos NCOP","5","000","N","N"
12088,"X420",,"N","S","X42.0 Residencia","5","000","N","N"
12089,"X421",,"N","S","X42.1 Habitacao coletiva","5","000","N","N"
12090,"X422",,"N","S","X42.2 Escolas outr instit areas admin publica","5","000","N","N"
12091,"X423",,"N","S","X42.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12092,"X424",,"N","S","X42.4 Rua e estrada","5","000","N","N"
12093,"X425",,"N","S","X42.5 Areas de comercio e de servicos","5","000","N","N"
12094,"X426",,"N","S","X42.6 Areas industriais e em construcao","5","000","N","N"
12095,"X427",,"N","S","X42.7 Fazenda","5","000","N","N"
12096,"X428",,"N","S","X42.8 Outr locais espec","5","000","N","N"
12097,"X429",,"N","S","X42.9 Local NE","5","000","N","N"
12098,"X43",,"S","N","X43   Envenen acid outr subst farm sist nerv auton","5","000","N","N"
12099,"X430",,"N","S","X43.0 Residencia","5","000","N","N"
12100,"X431",,"N","S","X43.1 Habitacao coletiva","5","000","N","N"
12101,"X432",,"N","S","X43.2 Escolas outr instit areas admin publica","5","000","N","N"
12102,"X433",,"N","S","X43.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12103,"X434",,"N","S","X43.4 Rua e estrada","5","000","N","N"
12104,"X435",,"N","S","X43.5 Areas de comercio e de servicos","5","000","N","N"
12105,"X436",,"N","S","X43.6 Areas industriais e em construcao","5","000","N","N"
12106,"X437",,"N","S","X43.7 Fazenda","5","000","N","N"
12107,"X438",,"N","S","X43.8 Outr locais espec","5","000","N","N"
12108,"X439",,"N","S","X43.9 Local NE","5","000","N","N"
12109,"X44",,"S","N","X44   Envenen acid outr drog medic subst biolog NE","5","000","N","N"
12110,"X440",,"N","S","X44.0 Residencia","5","000","N","N"
12111,"X441",,"N","S","X44.1 Habitacao coletiva","5","000","N","N"
12112,"X442",,"N","S","X44.2 Escolas outr instit areas admin publica","5","000","N","N"
12113,"X443",,"N","S","X44.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12114,"X444",,"N","S","X44.4 Rua e estrada","5","000","N","N"
12115,"X445",,"N","S","X44.5 Areas de comercio e de servicos","5","000","N","N"
12116,"X446",,"N","S","X44.6 Areas industriais e em construcao","5","000","N","N"
12117,"X447",,"N","S","X44.7 Fazenda","5","000","N","N"
12118,"X448",,"N","S","X44.8 Outr locais espec","5","000","N","N"
12119,"X449",,"N","S","X44.9 Local NE","5","000","N","N"
12120,"X45",,"S","N","X45   Envenen acid p/e exposicao ao alcool","5","000","N","N"
12121,"X450",,"N","S","X45.0 Residencia","5","000","N","N"
12122,"X451",,"N","S","X45.1 Habitacao coletiva","5","000","N","N"
12123,"X452",,"N","S","X45.2 Escolas outr instit areas admin publica","5","000","N","N"
12124,"X453",,"N","S","X45.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12125,"X454",,"N","S","X45.4 Rua e estrada","5","000","N","N"
12126,"X455",,"N","S","X45.5 Areas de comercio e de servicos","5","000","N","N"
12127,"X456",,"N","S","X45.6 Areas industriais e em construcao","5","000","N","N"
12128,"X457",,"N","S","X45.7 Fazenda","5","000","N","N"
12129,"X458",,"N","S","X45.8 Outr locais espec","5","000","N","N"
12130,"X459",,"N","S","X45.9 Local NE","5","000","N","N"
12131,"X46",,"S","N","X46   Envenen acid solv org hidrocarb halog vapor","5","000","N","N"
12132,"X460",,"N","S","X46.0 Residencia","5","000","N","N"
12133,"X461",,"N","S","X46.1 Habitacao coletiva","5","000","N","N"
12134,"X462",,"N","S","X46.2 Escolas outr instit areas admin publica","5","000","N","N"
12135,"X463",,"N","S","X46.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12136,"X464",,"N","S","X46.4 Rua e estrada","5","000","N","N"
12137,"X465",,"N","S","X46.5 Areas de comercio e de servicos","5","000","N","N"
12138,"X466",,"N","S","X46.6 Areas industriais e em construcao","5","000","N","N"
12139,"X467",,"N","S","X46.7 Fazenda","5","000","N","N"
12140,"X468",,"N","S","X46.8 Outr locais espec","5","000","N","N"
12141,"X469",,"N","S","X46.9 Local NE","5","000","N","N"
12142,"X47",,"S","N","X47   Intox acid outr gases e vapores","5","000","N","N"
12143,"X470",,"N","S","X47.0 Residencia","5","000","N","N"
12144,"X471",,"N","S","X47.1 Habitacao coletiva","5","000","N","N"
12145,"X472",,"N","S","X47.2 Escolas outr instit areas admin publica","5","000","N","N"
12146,"X473",,"N","S","X47.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12147,"X474",,"N","S","X47.4 Rua e estrada","5","000","N","N"
12148,"X475",,"N","S","X47.5 Areas de comercio e de servicos","5","000","N","N"
12149,"X476",,"N","S","X47.6 Areas industriais e em construcao","5","000","N","N"
12150,"X477",,"N","S","X47.7 Fazenda","5","000","N","N"
12151,"X478",,"N","S","X47.8 Outr locais espec","5","000","N","N"
12152,"X479",,"N","S","X47.9 Local NE","5","000","N","N"
12153,"X48",,"S","N","X48   Envenen acid p/e exposicao a pesticidas","5","000","N","N"
12154,"X480",,"N","S","X48.0 Residencia","5","000","N","N"
